# RA        Dec       Flux_182  Flux_cat  Alpha     Freq      Catalog    
329.88    -57.34    0.61      0.6       -1.06     180.0     MWACS      
172.74    -31.17    0.61      1.12      -0.76     408.0     MRC        
342.65    -56.29    0.61      0.6       -1.02     180.0     MWACS      
19.82     -57.61    0.61      0.6       -0.67     180.0     MWACS      
318.46    -52.75    0.61      0.6       -0.91     180.0     MWACS      
289.17    -42.32    0.61      1.18      -0.83     408.0     MRC        
74.43     -41.77    0.6       0.6       -1.1      180.0     MWACS      
19.41     -53.1     0.6       0.6       -0.56     180.0     MWACS      
84.5      -16.32    0.6       0.6       -0.95     180.0     MWACS      
67.46     -16.22    0.6       0.59      -1.3      180.0     MWACS      
357.02    -20.43    0.6       0.6       -0.8      182.44    FHD        
106.74    -70.53    0.6       1.08      -0.72     408.0     MRC        
61.75     -27.86    0.6       0.6       -0.34     180.0     MWACS      
270.85    -65.13    0.6       1.01      -0.64     408.0     MRC        
49.75     -19.9     0.6       0.6       -0.79     180.0     MWACS      
104.91    -22.15    0.6       0.6       -0.31     180.0     MWACS      
341.38    -17.76    0.6       0.6       -0.38     180.0     MWACS      
73.71     -40.77    0.6       0.6       -0.66     180.0     MWACS      
10.46     -30.62    0.6       0.6       -0.8      182.44    FHD        
92.49     -20.71    0.6       0.6       -0.26     180.0     MWACS      
284.22    -54.87    0.6       0.97      -0.59     408.0     MRC        
36.88     -28.43    0.6       0.6       -0.87     180.0     MWACS      
83.85     -67.58    0.6       1.15      -0.8      408.0     MRC        
24.5      -5.56     0.6       1.15      -0.8      408.0     MRC        
296.83    12.82     0.6       1.15      -0.8      408.0     MRC        
342.11    -10.73    0.6       1.15      -0.8      408.0     MRC        
268.95    -44.5     0.6       1.15      -0.8      408.0     MRC        
228.71    10.28     0.6       1.15      -0.8      408.0     MRC        
229.69    6.23      0.6       1.15      -0.8      408.0     MRC        
180.93    -2.92     0.6       1.15      -0.8      408.0     MRC        
248.6     -12.65    0.6       1.15      -0.8      408.0     MRC        
269.13    -5.19     0.6       1.15      -0.8      408.0     MRC        
98.08     16.37     0.6       1.15      -0.8      408.0     MRC        
81.44     -2.73     0.6       1.15      -0.8      408.0     MRC        
63.57     -8.43     0.6       1.15      -0.8      408.0     MRC        
153.59    -60.62    0.6       1.15      -0.8      408.0     MRC        
39.11     16.15     0.6       1.15      -0.8      408.0     MRC        
64.52     13.35     0.6       1.15      -0.8      408.0     MRC        
225.09    14.58     0.6       1.15      -0.8      408.0     MRC        
277.96    -1.53     0.6       1.15      -0.8      408.0     MRC        
315.93    -19.3     0.6       1.15      -0.8      408.0     MRC        
177.26    -53.5     0.6       1.15      -0.8      408.0     MRC        
125.75    -58.29    0.6       1.15      -0.8      408.0     MRC        
220.87    -26.09    0.6       1.15      -0.8      408.0     MRC        
192.07    11.29     0.6       1.15      -0.8      408.0     MRC        
150.54    -23.92    0.6       1.15      -0.8      408.0     MRC        
194.6     -28.49    0.6       1.15      -0.8      408.0     MRC        
216.23    -68.13    0.6       1.15      -0.8      408.0     MRC        
261.41    -4.28     0.6       1.15      -0.8      408.0     MRC        
101.37    13.46     0.6       1.15      -0.8      408.0     MRC        
281.69    16.68     0.6       1.15      -0.8      408.0     MRC        
64.45     -11.43    0.6       1.15      -0.8      408.0     MRC        
81.09     -11.83    0.6       1.15      -0.8      408.0     MRC        
288.42    -28.22    0.6       1.15      -0.8      408.0     MRC        
352.42    11.29     0.6       1.15      -0.8      408.0     MRC        
225.27    -21.71    0.6       1.15      -0.8      408.0     MRC        
96.46     -11.56    0.6       1.15      -0.8      408.0     MRC        
176.32    -24.54    0.6       1.15      -0.8      408.0     MRC        
15.87     -64.64    0.6       1.15      -0.8      408.0     MRC        
177.7     -52.17    0.6       1.15      -0.8      408.0     MRC        
182.07    -56.22    0.6       1.15      -0.8      408.0     MRC        
73.71     10.51     0.6       1.15      -0.8      408.0     MRC        
173.77    -12.13    0.6       1.15      -0.8      408.0     MRC        
274.82    -2.97     0.6       1.15      -0.8      408.0     MRC        
218.05    -63.93    0.6       1.15      -0.8      408.0     MRC        
157.64    -49.06    0.6       1.15      -0.8      408.0     MRC        
286.52    -6.84     0.6       1.15      -0.8      408.0     MRC        
165.08    9.83      0.6       1.15      -0.8      408.0     MRC        
189.15    -55.95    0.6       1.15      -0.8      408.0     MRC        
298.78    8.48      0.6       1.15      -0.8      408.0     MRC        
264.77    -41.63    0.6       1.15      -0.8      408.0     MRC        
215.57    -5.61     0.6       1.15      -0.8      408.0     MRC        
209.39    -53.36    0.6       1.15      -0.8      408.0     MRC        
314.54    6.4       0.6       1.15      -0.8      408.0     MRC        
99.09     -27.45    0.6       0.6       -0.88     180.0     MWACS      
96.55     -18.04    0.6       0.6       -1.07     180.0     MWACS      
74.67     -48.2     0.6       0.6       -0.76     180.0     MWACS      
64.74     -21.91    0.6       0.59      -1.16     180.0     MWACS      
96.97     -34.77    0.6       0.6       -0.45     180.0     MWACS      
183.62    -45.96    0.6       1.02      -0.65     408.0     MRC        
37.17     -24.31    0.6       0.6       0.01      180.0     MWACS      
344.23    -14.88    0.6       0.59      -1.14     180.0     MWACS      
313.83    -40.65    0.6       0.6       -0.56     180.0     MWACS      
48.44     -22.57    0.6       0.6       -0.62     180.0     MWACS      
9.37      -30.21    0.6       0.6       -0.8      182.44    FHD        
191.15    -46.88    0.6       1.03      -0.66     408.0     MRC        
26.27     -33.45    0.6       0.59      -1.14     180.0     MWACS      
32.24     -50.36    0.6       0.6       -0.26     180.0     MWACS      
87.11     -41.57    0.6       0.6       -0.64     180.0     MWACS      
318.44    -74.6     0.6       1.47      -1.11     408.0     MRC        
98.01     -25.51    0.6       0.59      -1.17     180.0     MWACS      
167.98    -49.59    0.6       0.96      -0.58     408.0     MRC        
80.76     -44.04    0.6       0.59      -1.47     180.0     MWACS      
267.28    -50.7     0.6       1.32      -0.97     408.0     MRC        
51.4      -30.98    0.6       0.6       -0.81     180.0     MWACS      
43.62     -46.9     0.6       0.6       -0.82     180.0     MWACS      
114.22    -56.16    0.6       0.59      -1.18     180.0     MWACS      
75.5      -43.99    0.6       0.59      -1.07     180.0     MWACS      
56.77     -25.78    0.6       0.6       -0.7      180.0     MWACS      
341.88    -23.12    0.6       0.59      -0.94     180.0     MWACS      
352.9     -26.34    0.6       0.6       -0.8      182.44    FHD        
327.53    -33.17    0.6       0.6       -0.54     180.0     MWACS      
1.54      -14.9     0.6       0.6       -0.8      182.44    FHD        
65.48     -16.21    0.6       0.6       0.0       180.0     MWACS      
322.35    -43.13    0.6       0.59      -1.13     180.0     MWACS      
17.65     -24.51    0.6       0.59      -0.97     180.0     MWACS      
8.79      -35.42    0.6       0.6       -0.8      182.44    FHD        
109.82    -22.45    0.6       0.59      -1.07     180.0     MWACS      
342.56    -19.21    0.6       0.59      -1.19     180.0     MWACS      
325.34    -35.26    0.6       1.06      -0.7      408.0     MRC        
26.02     -66.94    0.6       1.4       -1.05     408.0     MRC        
290.49    -51.49    0.6       1.2       -0.86     408.0     MRC        
345.27    -22.22    0.6       0.59      -0.94     180.0     MWACS      
104.56    -55.08    0.6       0.6       -0.43     180.0     MWACS      
314.18    -70.89    0.6       1.19      -0.85     408.0     MRC        
37.11     -30.34    0.6       0.59      -1.5      180.0     MWACS      
82.6      -29.02    0.6       0.6       -0.73     180.0     MWACS      
104.66    -33.24    0.6       0.59      -1.0      180.0     MWACS      
328.33    -41.42    0.6       0.6       0.0       180.0     MWACS      
18.57     -35.46    0.6       0.6       -0.63     180.0     MWACS      
351.56    -24.11    0.6       0.6       -0.8      182.44    FHD        
0.3       -38.1     0.6       0.6       -0.8      182.44    FHD        
356.98    -23.44    0.6       0.6       -0.8      182.44    FHD        
44.86     -33.61    0.6       0.6       -0.62     180.0     MWACS      
351.14    -51.5     0.6       0.6       -0.68     180.0     MWACS      
328.14    -43.53    0.6       0.59      -1.02     180.0     MWACS      
272.9     -44.64    0.6       1.13      -0.79     408.0     MRC        
4.6       -76.74    0.6       1.09      -0.74     408.0     MRC        
76.91     -39.12    0.6       0.59      -0.69     180.0     MWACS      
195.43    -75.84    0.6       1.11      -0.76     408.0     MRC        
315.38    -41.42    0.6       0.6       0.0       180.0     MWACS      
163.34    -41.5     0.6       1.14      -0.8      408.0     MRC        
341.69    -43.96    0.6       0.59      -1.38     180.0     MWACS      
30.96     -20.37    0.6       0.61      0.81      180.0     MWACS      
13.8      -17.71    0.6       0.59      -1.26     180.0     MWACS      
114.02    -42.41    0.6       0.59      -0.61     180.0     MWACS      
103.25    -51.73    0.6       0.59      -1.02     180.0     MWACS      
38.82     -20.18    0.6       0.6       -0.57     180.0     MWACS      
12.6      -31.76    0.6       0.6       -0.8      182.44    FHD        
101.91    -44.17    0.6       0.59      -0.69     180.0     MWACS      
2.11      -25.99    0.6       0.6       -0.8      182.44    FHD        
107.21    -58.22    0.6       0.59      -0.79     180.0     MWACS      
42.2      -19.09    0.6       0.6       0.3       180.0     MWACS      
49.71     -16.68    0.6       0.6       -0.3      180.0     MWACS      
344.67    -33.31    0.6       0.59      -0.71     180.0     MWACS      
113.07    -19.99    0.6       0.59      -0.86     180.0     MWACS      
183.31    -49.99    0.6       1.05      -0.7      408.0     MRC        
6.48      -55.6     0.6       0.6       -0.43     180.0     MWACS      
167.74    -71.83    0.6       0.76      -0.3      408.0     MRC        
16.61     -43.87    0.6       0.59      -0.73     180.0     MWACS      
251.31    -8.16     0.6       1.14      -0.8      408.0     MRC        
35.27     1.0       0.6       1.14      -0.8      408.0     MRC        
302.1     -4.49     0.6       1.14      -0.8      408.0     MRC        
205.86    -15.41    0.6       1.14      -0.8      408.0     MRC        
145.01    -6.32     0.6       1.14      -0.8      408.0     MRC        
279.65    -32.44    0.6       1.14      -0.8      408.0     MRC        
194.37    -27.13    0.6       1.14      -0.8      408.0     MRC        
139.66    9.78      0.6       1.14      -0.8      408.0     MRC        
261.14    -12.78    0.6       1.14      -0.8      408.0     MRC        
93.28     -10.91    0.6       1.14      -0.8      408.0     MRC        
289.42    -11.29    0.6       1.14      -0.8      408.0     MRC        
303.19    -27.35    0.6       1.14      -0.8      408.0     MRC        
311.49    -60.88    0.6       1.14      -0.8      408.0     MRC        
301.8     -9.3      0.6       1.14      -0.8      408.0     MRC        
142.03    -18.49    0.6       1.14      -0.8      408.0     MRC        
262.44    -41.81    0.6       1.14      -0.8      408.0     MRC        
298.23    -21.93    0.6       1.14      -0.8      408.0     MRC        
269.55    -76.68    0.6       1.14      -0.8      408.0     MRC        
337.42    -8.55     0.6       1.14      -0.8      408.0     MRC        
178.19    8.27      0.6       1.14      -0.8      408.0     MRC        
235.38    -25.56    0.6       1.14      -0.8      408.0     MRC        
286.27    -6.13     0.6       1.14      -0.8      408.0     MRC        
146.82    -19.5     0.6       1.14      -0.8      408.0     MRC        
245.28    -28.94    0.6       1.14      -0.8      408.0     MRC        
192.83    -16.06    0.6       1.14      -0.8      408.0     MRC        
235.91    -27.55    0.6       1.14      -0.8      408.0     MRC        
38.33     12.51     0.6       1.14      -0.8      408.0     MRC        
201.02    -10.61    0.6       1.14      -0.8      408.0     MRC        
313.99    -2.25     0.6       1.14      -0.8      408.0     MRC        
